station;valid_date;valid_time_new;valid_date_time;tmpf;dwpf;relh;drct;sknt;p01i;alti;mslp;vsby;gust;skyc1;skyc2;skyc3;skyc4;skyl1;skyl2;skyl3;skyl4;wxcodes;ice_accretion_1hr;ice_accretion_3hr;ice_accretion_6hr;peak_wind_gust;peak_wind_drct;peak_wind_time;feel;metar;airport;snowdepth
JFK;17.01.2023;8:51;17.01.2023 08:51;33.80;17.60;51.04;280.00;5.00;0.00;29.77;1008.10;10.00;;SCT;;;;25000.00;;;;;;;;;;;28.53;KJFK 170851Z 28005KT 10SM SCT250 01/M08 A2977 RMK SLP081 T000610083 56006;JFK;
LGA;17.01.2023;9:51;17.01.2023 09:51;37.00;12.00;35.20;300.00;7.00;0.00;29.76;1007.60;10.00;;SCT;;;;25000.00;;;;;;;;;;;30.87;KLGA 170951Z 30007KT 10SM SCT250 03/M11 A2976 RMK AO2 SLP076 T00281111;LGA;
JFK;17.01.2023;9:51;17.01.2023 09:51;34.00;18.00;51.52;270.00;8.00;0.00;29.77;1008.10;10.00;;FEW;;;;25000.00;;;;;;;;;;;26.58;KJFK 170951Z 27008KT 10SM FEW250 01/M08 A2977 RMK SLP081 T00111078;JFK;
JFK;17.01.2023;10:51;17.01.2023 10:51;30.90;19.00;60.92;250.00;7.00;0.00;29.77;1008.20;10.00;;FEW;;;;25000.00;;;;;;;;;;;23.44;KJFK 171051Z 25007KT 10SM FEW250 M01/M07 A2977 RMK SLP082 T10061072;JFK;
LGA;17.01.2023;10:51;17.01.2023 10:51;37.00;12.00;35.20;260.00;4.00;0.00;29.76;1007.60;10.00;;SCT;;;;25000.00;;;;;;;;;;;33.26;KLGA 171051Z 26004KT 10SM SCT250 03/M11 A2976 RMK AO2 SLP076 T00281111;LGA;
JFK;17.01.2023;11:51;17.01.2023 11:51;32.00;19.00;58.27;260.00;6.00;0.00;29.77;1008.20;10.00;;FEW;SCT;;;16000.00;25000.00;;;;;;;;;;25.53;KJFK 171151Z 26006KT 10SM FEW160 SCT250 00/M07 A2977 RMK SLP082 T00001072 10028 21006 53001;JFK;
LGA;17.01.2023;11:51;17.01.2023 11:51;37.00;12.00;35.20;300.00;4.00;0.00;29.76;1007.60;10.00;;FEW;SCT;;;13000.00;25000.00;;;;;;;;;;33.26;KLGA 171151Z 30004KT 10SM FEW130 SCT250 03/M11 A2976 RMK AO2 SLP076 T00281111 10033 20022 56001;LGA;
LGA;17.01.2023;12:51;17.01.2023 12:51;37.00;12.00;35.20;0.00;0.00;0.00;29.76;1007.70;10.00;;SCT;BKN;;;12000.00;25000.00;;;;;;;;;;37.00;KLGA 171251Z 00000KT 10SM SCT120 BKN250 03/M11 A2976 RMK AO2 SLP077 T00281111;LGA;
JFK;17.01.2023;12:51;17.01.2023 12:51;36.00;18.00;47.58;270.00;8.00;0.00;29.78;1008.30;10.00;;FEW;SCT;BKN;;10000.00;14000.00;25000.00;;;;;;;;;29.04;KJFK 171251Z 27008KT 10SM FEW100 SCT140 BKN250 02/M08 A2978 RMK SLP083 T00221078;JFK;
JFK;17.01.2023;13:51;17.01.2023 13:51;38.00;18.00;44.14;260.00;7.00;0.00;29.78;1008.40;10.00;;SCT;SCT;BKN;;11000.00;14000.00;25000.00;;;;;;;;;31.97;KJFK 171351Z 26007KT 10SM SCT110 SCT140 BKN250 03/M08 A2978 RMK SLP084 T00331078;JFK;
LGA;17.01.2023;13:51;17.01.2023 13:51;40.00;12.90;32.70;0.00;0.00;0.00;29.77;1008.00;10.00;;BKN;BKN;;;11000.00;25000.00;;;;;;;;;;39.90;KLGA 171351Z 00000KT 10SM BKN110 BKN250 04/M11 A2977 RMK AO2 SLP080 T00441106;LGA;
JFK;17.01.2023;14:51;17.01.2023 14:51;41.00;17.10;37.63;260.00;3.00;0.00;29.76;1007.50;10.00;;FEW;SCT;BKN;;11000.00;17000.00;25000.00;;;;;;;;;38.98;KJFK 171451Z 26003KT 10SM FEW110 SCT170 BKN250 05/M08 A2976 RMK AO2 SLP075 T00501083 58006 $;JFK;
LGA;17.01.2023;14:51;17.01.2023 14:51;42.00;15.10;33.07;340.00;4.00;0.00;29.74;1007.20;10.00;;SCT;BKN;;;11000.00;25000.00;;;;;;;;;;39.21;KLGA 171451Z 34004KT 10SM SCT110 BKN250 06/M09 A2974 RMK AO2 SLP072 T00561094 58004;LGA;
JFK;17.01.2023;15:51;17.01.2023 15:51;42.00;17.10;36.07;270.00;4.00;0.00;29.75;1007.20;10.00;;FEW;SCT;BKN;;9500.00;17000.00;25000.00;;;;;;;;;39.21;KJFK 171551Z 27004KT 10SM FEW095 SCT170 BKN250 06/M08 A2975 RMK AO2 SLP072 T00561083;JFK;
LGA;17.01.2023;15:51;17.01.2023 15:51;43.00;10.00;25.50;0.00;0.00;0.00;29.73;1006.60;10.00;;SCT;BKN;;;11000.00;25000.00;;;;;;;;;;43.00;KLGA 171551Z 00000KT 10SM SCT110 BKN250 06/M12 A2973 RMK AO2 SLP066 T00611122;LGA;
LGA;17.01.2023;16:51;17.01.2023 16:51;45.00;10.90;24.59;0.00;0.00;0.00;29.70;1005.70;10.00;;BKN;BKN;;;11000.00;25000.00;;;;;;;;;;45.00;KLGA 171651Z 00000KT 10SM BKN110 BKN250 07/M12 A2970 RMK AO2 SLP057 T00721117;LGA;
JFK;17.01.2023;16:51;17.01.2023 16:51;43.00;19.00;37.81;0.00;0.00;0.00;29.72;1006.30;10.00;;BKN;BKN;;;11000.00;25000.00;;;;;;;;;;43.00;KJFK 171651Z 00000KT 10SM BKN110 BKN250 06/M07 A2972 RMK AO2 SLP063 T00611072;JFK;
JFK;17.01.2023;17:51;17.01.2023 17:51;43.00;25.00;48.70;220.00;6.00;0.00;29.69;1005.50;10.00;;BKN;OVC;;;9000.00;25000.00;;;;;;;;;;38.78;KJFK 171751Z 22006KT 10SM BKN090 OVC250 06/M04 A2969 RMK AO2 SLP055 T00611039 10067 20000 58021;JFK;
LGA;17.01.2023;17:51;17.01.2023 17:51;45.00;14.00;28.20;330.00;3.00;0.00;29.67;1004.80;10.00;;BKN;OVC;;;9000.00;25000.00;;;;;;;;;;43.55;KLGA 171751Z 33003KT 10SM BKN090 OVC250 07/M10 A2967 RMK AO2 SLP048 T00721100 10072 20028 58024;LGA;
LGA;17.01.2023;18:51;17.01.2023 18:51;46.00;8.10;20.89;200.00;7.00;0.00;29.65;1003.80;10.00;;BKN;BKN;;;8500.00;25000.00;;;;;;;;;;41.84;KLGA 171851Z 20007KT 10SM BKN085 BKN250 08/M13 A2965 RMK AO2 SLP038 T00781133;LGA;
JFK;17.01.2023;18:51;17.01.2023 18:51;43.00;24.10;46.91;220.00;8.00;0.00;29.68;1004.90;10.00;;BKN;BKN;OVC;;7500.00;11000.00;25000.00;;;;;;;;;37.66;KJFK 171851Z 22008KT 10SM BKN075 BKN110 OVC250 06/M04 A2968 RMK AO2 SLP049 T00611044;JFK;
JFK;17.01.2023;19:51;17.01.2023 19:51;42.00;25.00;50.42;180.00;5.00;0.00;29.66;1004.30;10.00;;SCT;SCT;OVC;;5500.00;11000.00;23000.00;;;;;;;;;38.39;KJFK 171951Z 18005KT 10SM SCT055 SCT110 OVC230 06/M04 A2966 RMK AO2 SLP043 T00561039;JFK;
LGA;17.01.2023;19:51;17.01.2023 19:51;47.00;10.90;22.89;210.00;4.00;0.00;29.64;1003.70;10.00;;SCT;SCT;BKN;BKN;3700.00;8500.00;11000.00;25000.00;;;;;;;;44.82;KLGA 171951Z 21004KT 10SM SCT037 SCT085 BKN110 BKN250 08/M12 A2964 RMK AO2 SLP037 T00831117;LGA;
JFK;17.01.2023;20:51;17.01.2023 20:51;43.00;26.10;50.98;180.00;3.00;0.00;29.67;1004.70;10.00;;BKN;BKN;OVC;;3200.00;11000.00;25000.00;;;;;;;;;41.26;KJFK 172051Z 18003KT 10SM BKN032 BKN110 OVC250 06/M03 A2967 RMK AO2 SLP047 T00611033 55007;JFK;
LGA;17.01.2023;20:51;17.01.2023 20:51;47.00;14.00;26.25;200.00;6.00;T;29.65;1004.00;10.00;;BKN;OVC;;;3000.00;10000.00;;;-RA;;;;;;;43.48;KLGA 172051Z 20006KT 10SM -RA BKN030 OVC100 08/M10 A2965 RMK AO2 RAB45 SLP040 P0000 60000 T00831100 55007;LGA;
LGA;17.01.2023;21:14;17.01.2023 21:14;47.00;16.00;28.64;200.00;7.00;T;29.65;;10.00;;BKN;OVC;;;2900.00;10000.00;;;;;;;;;;42.94;KLGA 172114Z 20007KT 10SM BKN029 OVC100 08/M09 A2965 RMK AO2 RAE06 P0000 T00831089;LGA;
JFK;17.01.2023;21:39;17.01.2023 21:39;43.00;32.00;64.88;140.00;3.00;T;29.66;;10.00;;BKN;BKN;OVC;;2900.00;11000.00;25000.00;;;;;;;;;41.26;KJFK 172139Z 14003KT 10SM BKN029 BKN110 OVC250 06/00 A2966 RMK AO2 RAB03E13 P0000 T00610000;JFK;
JFK;17.01.2023;21:51;17.01.2023 21:51;43.00;32.00;64.88;140.00;3.00;T;29.66;1004.20;10.00;;BKN;BKN;OVC;;2900.00;7500.00;25000.00;;;;;;;;;41.26;KJFK 172151Z 14003KT 10SM BKN029 BKN075 OVC250 06/00 A2966 RMK AO2 RAB03E13 SLP042 P0000 T00610000;JFK;
LGA;17.01.2023;21:51;17.01.2023 21:51;46.00;14.00;27.15;200.00;7.00;T;29.64;1003.60;10.00;;BKN;OVC;;;2500.00;10000.00;;;;;;;;;;41.84;KLGA 172151Z 20007KT 10SM BKN025 OVC100 08/M10 A2964 RMK AO2 RAE06 SLP036 P0000 T00781100;LGA;
JFK;17.01.2023;22:51;17.01.2023 22:51;43.00;33.00;67.82;190.00;5.00;0.00;29.67;1004.50;10.00;;BKN;BKN;OVC;;2300.00;3900.00;7500.00;;;;;;;;;39.46;KJFK 172251Z 19005KT 10SM BKN023 BKN039 OVC075 06/01 A2967 RMK AO2 SLP045 T00610006;JFK;
LGA;17.01.2023;22:51;17.01.2023 22:51;46.00;19.90;35.04;190.00;5.00;0.00;29.65;1004.00;10.00;;BKN;OVC;;;2400.00;3800.00;;;;;;;;;;43.02;KLGA 172251Z 19005KT 10SM BKN024 OVC038 08/M07 A2965 RMK AO2 SLP040 T00781067;LGA;
LGA;17.01.2023;23:51;17.01.2023 23:51;46.00;17.10;31.07;200.00;9.00;0.00;29.65;1003.90;10.00;;BKN;OVC;;;3000.00;4100.00;;;;;;;;;;40.92;KLGA 172351Z 20009KT 10SM BKN030 OVC041 08/M08 A2965 RMK AO2 SLP039 60000 T00781083 10083 20072 56001;LGA;
JFK;17.01.2023;23:51;17.01.2023 23:51;42.00;36.00;78.80;200.00;6.00;0.00;29.67;1004.60;10.00;;BKN;BKN;OVC;;2800.00;3900.00;7500.00;;;;;;;;;37.69;KJFK 172351Z 20006KT 10SM BKN028 BKN039 OVC075 06/02 A2967 RMK AO2 SLP046 60000 T00560022 10061 20056 55002;JFK;
JFK;18.01.2023;0:23;18.01.2023 00:23;44.00;26.10;48.88;230.00;11.00;0.00;29.68;;10.00;;FEW;OVC;;;3100.00;3900.00;;;;;;;;;;37.76;KJFK 180023Z 23011KT 10SM FEW031 OVC039 07/M03 A2968 RMK AO2 T00671033;JFK;
JFK;18.01.2023;0:51;18.01.2023 00:51;43.00;28.00;55.14;230.00;9.00;0.00;29.68;1004.90;10.00;;FEW;OVC;;;3000.00;3900.00;;;;;;;;;;37.19;KJFK 180051Z 23009KT 10SM FEW030 OVC039 06/M02 A2968 RMK AO2 SLP049 T00611022;JFK;
LGA;18.01.2023;0:51;18.01.2023 00:51;46.00;19.90;35.04;220.00;6.00;0.00;29.66;1004.20;10.00;;FEW;OVC;;;3000.00;3900.00;;;;;;;;;;42.39;KLGA 180051Z 22006KT 10SM FEW030 OVC039 08/M07 A2966 RMK AO2 SLP042 T00781067;LGA;
LGA;18.01.2023;1:51;18.01.2023 01:51;46.00;21.00;36.72;210.00;4.00;0.00;29.64;1003.70;10.00;;FEW;OVC;;;3500.00;8000.00;;;;;;;;;;43.77;KLGA 180151Z 21004KT 10SM FEW035 OVC080 08/M06 A2964 RMK AO2 SLP037 T00781061;LGA;
JFK;18.01.2023;1:51;18.01.2023 01:51;42.00;30.90;64.24;220.00;6.00;0.00;29.67;1004.50;10.00;;BKN;BKN;;;3900.00;7500.00;;;;;;;;;;37.69;KJFK 180151Z 22006KT 10SM BKN039 BKN075 06/M01 A2967 RMK AO2 SLP045 T00561006;JFK;
JFK;18.01.2023;2:51;18.01.2023 02:51;43.00;30.00;59.83;240.00;10.00;0.00;29.67;1004.80;10.00;;FEW;OVC;;;3900.00;8000.00;;;;;;;;;;36.76;KJFK 180251Z 24010KT 10SM FEW039 OVC080 06/M01 A2967 RMK AO2 SLP048 T00611011 51002;JFK;
LGA;18.01.2023;2:51;18.01.2023 02:51;46.00;24.10;41.84;230.00;6.00;0.00;29.65;1004.00;10.00;;FEW;OVC;;;3500.00;7500.00;;;;;;;;;;42.39;KLGA 180251Z 23006KT 10SM FEW035 OVC075 08/M04 A2965 RMK AO2 SLP040 T00781044 51001;LGA;
JFK;18.01.2023;3:51;18.01.2023 03:51;42.00;30.90;64.24;230.00;9.00;0.00;29.67;1004.60;10.00;;BKN;;;;7500.00;;;;;;;;;;;36.07;KJFK 180351Z 23009KT 10SM BKN075 06/M01 A2967 RMK AO2 SLP046 T00561006;JFK;
LGA;18.01.2023;3:51;18.01.2023 03:51;46.00;24.10;41.84;220.00;7.00;0.00;29.65;1003.90;10.00;;SCT;SCT;;;6500.00;8500.00;;;;;;;;;;41.84;KLGA 180351Z 22007KT 10SM SCT065 SCT085 08/M04 A2965 RMK AO2 SLP039 T00781044;LGA;
LGA;18.01.2023;4:51;18.01.2023 04:51;45.00;25.00;45.12;210.00;5.00;0.00;29.64;1003.70;10.00;;FEW;;;;8000.00;;;;;;;;;;;41.83;KLGA 180451Z 21005KT 10SM FEW080 07/M04 A2964 RMK AO2 SLP037 T00721039 400830022;LGA;
JFK;18.01.2023;4:51;18.01.2023 04:51;40.00;32.00;73.14;230.00;11.00;0.00;29.66;1004.30;10.00;;FEW;;;;8000.00;;;;;;;;;;;32.45;KJFK 180451Z 23011KT 10SM FEW080 04/00 A2966 RMK AO2 SLP043 T00440000 400721006;JFK;
JFK;18.01.2023;5:51;18.01.2023 05:51;38.00;32.00;79.08;220.00;5.00;0.00;29.66;1004.40;10.00;;FEW;SCT;;;8000.00;11000.00;;;;;;;;;;33.40;KJFK 180551Z 22005KT 10SM FEW080 SCT110 03/00 A2966 RMK AO2 SLP044 T00330000 10072 20028 55004;JFK;
LGA;18.01.2023;5:51;18.01.2023 05:51;44.00;26.10;48.88;200.00;5.00;0.00;29.63;1003.40;10.00;;BKN;;;;10000.00;;;;;;;;;;;40.77;KLGA 180551Z 20005KT 10SM BKN100 07/M03 A2963 RMK AO2 SLP034 T00671033 10083 20067 58006;LGA;
JFK;18.01.2023;6:51;18.01.2023 06:51;37.00;34.00;88.78;220.00;6.00;0.00;29.66;1004.40;10.00;;FEW;BKN;;;4000.00;12000.00;;;;;;;;;;31.55;KJFK 180651Z 22006KT 10SM FEW040 BKN120 03/01 A2966 RMK AO2 SLP044 T00280011;JFK;
LGA;18.01.2023;6:51;18.01.2023 06:51;45.00;30.00;55.43;220.00;8.00;T;29.64;1003.70;10.00;;SCT;OVC;;;7500.00;9000.00;;;-RA;;;;;;;40.13;KLGA 180651Z 22008KT 10SM -RA SCT075 OVC090 07/M01 A2964 RMK AO2 RAB45 SLP037 P0000 T00721011;LGA;
JFK;18.01.2023;7:51;18.01.2023 07:51;40.00;37.00;89.27;230.00;10.00;T;29.66;1004.20;10.00;;FEW;BKN;BKN;;3500.00;5500.00;9000.00;;;;;;;;;32.87;KJFK 180751Z 23010KT 10SM FEW035 BKN055 BKN090 04/03 A2966 RMK AO2 RAB25E43 SLP042 P0000 T00440028;JFK;
LGA;18.01.2023;7:51;18.01.2023 07:51;43.00;35.00;73.45;210.00;8.00;0.04;29.63;1003.30;10.00;;OVC;;;;7500.00;;;;;;;;;;;37.66;KLGA 180751Z 21008KT 10SM OVC075 06/02 A2963 RMK AO2 RAE40 SLP033 P0004 T00610017;LGA;
JFK;18.01.2023;8:51;18.01.2023 08:51;41.00;39.00;92.52;250.00;10.00;0.00;29.66;1004.30;10.00;;SCT;OVC;;;6500.00;11000.00;;;;;;;;;;34.25;KJFK 180851Z 25010KT 10SM SCT065 OVC110 05/04 A2966 RMK AO2 SLP043 60000 T00500039 55001;JFK;
LGA;18.01.2023;8:51;18.01.2023 08:51;45.00;36.00;70.53;230.00;8.00;0.00;29.64;1003.60;10.00;;OVC;;;;7000.00;;;;;;;;;;;40.13;KLGA 180851Z 23008KT 10SM OVC070 07/02 A2964 RMK AO2 SLP036 60004 T00720022 52001;LGA;
LGA;18.01.2023;9:51;18.01.2023 09:51;46.00;36.00;67.90;200.00;4.00;0.00;29.65;1004.10;10.00;;FEW;BKN;OVC;;4600.00;6000.00;11000.00;;;;;;;;;43.77;KLGA 180951Z 20004KT 10SM FEW046 BKN060 OVC110 08/02 A2965 RMK AO2 SLP041 T00780022;LGA;
JFK;18.01.2023;9:51;18.01.2023 09:51;41.00;39.00;92.52;250.00;10.00;0.00;29.68;1004.90;10.00;;OVC;;;;5000.00;;;;;;;;;;;34.25;KJFK 180951Z 25010KT 10SM OVC050 05/04 A2968 RMK AO2 SLP049 T00500039;JFK;
JFK;18.01.2023;10:51;18.01.2023 10:51;42.00;40.00;91.84;250.00;10.00;0.00;29.69;1005.40;8.00;;FEW;BKN;;;6000.00;11000.00;;;;;;;;;;35.63;KJFK 181051Z 25010KT 8SM FEW060 BKN110 06/04 A2969 RMK AO2 SLP054 T00560044;JFK;
LGA;18.01.2023;10:51;18.01.2023 10:51;45.00;36.00;70.53;210.00;7.00;0.00;29.67;1004.80;10.00;;FEW;BKN;;;6000.00;12000.00;;;;;;;;;;40.63;KLGA 181051Z 21007KT 10SM FEW060 BKN120 07/02 A2967 RMK AO2 SLP048 T00720022;LGA;
LGA;18.01.2023;11:51;18.01.2023 11:51;49.00;38.00;65.62;280.00;12.00;0.00;29.70;1005.70;10.00;;BKN;BKN;;;5000.00;12000.00;;;;;;;;;;43.51;KLGA 181151Z 28012KT 10SM BKN050 BKN120 09/03 A2970 RMK AO2 SLP057 60004 70004 T00940033 10094 20061 53021;LGA;
JFK;18.01.2023;11:51;18.01.2023 11:51;43.00;40.00;88.71;260.00;10.00;0.00;29.72;1006.30;9.00;;FEW;BKN;;;6000.00;11000.00;;;;;;;;;;36.76;KJFK 181151Z 26010KT 9SM FEW060 BKN110 06/04 A2972 RMK AO2 SLP063 60000 T00610044 10061 20028 53020;JFK;
JFK;18.01.2023;12:51;18.01.2023 12:51;45.00;40.00;82.19;270.00;8.00;0.00;29.74;1007.00;9.00;;FEW;FEW;BKN;;6000.00;8500.00;12000.00;;;;;;;;;40.13;KJFK 181251Z 27008KT 9SM FEW060 FEW085 BKN120 07/04 A2974 RMK AO2 SLP070 T00720044;JFK;
LGA;18.01.2023;12:51;18.01.2023 12:51;48.00;38.00;67.87;290.00;10.00;0.00;29.73;1006.60;10.00;;BKN;BKN;;;4600.00;12000.00;;;;;;;;;;43.03;KLGA 181251Z 29010KT 10SM BKN046 BKN120 09/03 A2973 RMK AO2 SLP066 T00890033;LGA;
JFK;18.01.2023;13:51;18.01.2023 13:51;48.00;40.00;73.38;280.00;10.00;0.00;29.77;1008.00;10.00;;FEW;BKN;;;6500.00;11000.00;;;;;;;;;;43.03;KJFK 181351Z 28010KT 10SM FEW065 BKN110 09/04 A2977 RMK AO2 SLP080 T00890044;JFK;
LGA;18.01.2023;13:51;18.01.2023 13:51;49.00;38.00;65.62;290.00;11.00;0.00;29.76;1007.70;10.00;;FEW;SCT;BKN;;3100.00;5500.00;11000.00;;;;;;;;;43.82;KLGA 181351Z 29011KT 10SM FEW031 SCT055 BKN110 09/03 A2976 RMK AO2 SLP077 T00940033;LGA;
LGA;18.01.2023;14:51;18.01.2023 14:51;48.00;38.00;67.87;310.00;8.00;0.00;29.78;1008.40;10.00;;FEW;SCT;BKN;;2900.00;5500.00;11000.00;;;;;;;;;43.82;KLGA 181451Z 31008KT 10SM FEW029 SCT055 BKN110 09/03 A2978 RMK AO2 SLP084 T00890033 51027;LGA;
JFK;18.01.2023;14:51;18.01.2023 14:51;51.00;41.00;68.23;290.00;15.00;0.00;29.79;1008.70;10.00;;SCT;BKN;BKN;;3200.00;11000.00;25000.00;;;;;;;;;51.10;KJFK 181451Z 29015KT 10SM SCT032 BKN110 BKN250 11/05 A2979 RMK AO2 SLP087 T01060050 51024;JFK;
JFK;18.01.2023;15:51;18.01.2023 15:51;51.00;38.00;60.46;290.00;16.00;0.00;29.80;1009.00;10.00;;BKN;BKN;;;3600.00;11000.00;;;;;;;;;;51.10;KJFK 181551Z 29016KT 10SM BKN036 BKN110 11/03 A2980 RMK AO2 SLP090 T01060033;JFK;
LGA;18.01.2023;15:51;18.01.2023 15:51;49.00;36.00;60.88;320.00;15.00;0.00;29.79;1008.90;10.00;21.00;BKN;BKN;;;3500.00;11000.00;;;;;;;;;;42.69;KLGA 181551Z 32015G21KT 10SM BKN035 BKN110 09/02 A2979 RMK AO2 SLP089 T00940022;LGA;
LGA;18.01.2023;16:51;18.01.2023 16:51;50.00;34.00;53.97;310.00;26.00;0.00;29.78;1008.40;10.00;32.00;SCT;SCT;;;4100.00;11000.00;;;;;;;32.00;300.00;2023-01-18 16:48;50.00;KLGA 181651Z 31026G32KT 10SM SCT041 SCT110 10/01 A2978 RMK AO2 PK WND 30032/1648 SLP084 T01000011;LGA;
JFK;18.01.2023;16:51;18.01.2023 16:51;54.00;36.00;50.42;310.00;17.00;0.00;29.78;1008.40;10.00;25.00;SCT;BKN;;;4100.00;7500.00;;;;;;;26.00;290.00;2023-01-18 16:40;54.00;KJFK 181651Z 31017G25KT 10SM SCT041 BKN075 12/02 A2978 RMK AO2 PK WND 29026/1640 SLP084 T01220022;JFK;
LGA;18.01.2023;17:51;18.01.2023 17:51;50.00;33.00;52.06;310.00;16.00;0.00;29.77;1007.90;10.00;22.00;SCT;SCT;;;4300.00;11000.00;;;;;;;32.00;310.00;2023-01-18 17:01;50.00;KLGA 181751Z 31016G22KT 10SM SCT043 SCT110 10/01 A2977 RMK AO2 PK WND 31032/1701 SLP079 T01000006 10106 20089 58004;LGA;
JFK;18.01.2023;17:51;18.01.2023 17:51;54.00;35.00;48.65;300.00;16.00;0.00;29.77;1008.10;10.00;;BKN;BKN;BKN;;4300.00;7500.00;25000.00;;;;;;28.00;320.00;2023-01-18 17:29;54.00;KJFK 181751Z 30016KT 10SM BKN043 BKN075 BKN250 12/02 A2977 RMK AO2 PK WND 32028/1729 SLP081 T01220017 10128 20061 58007;JFK;
LGA;18.01.2023;18:51;18.01.2023 18:51;51.00;32.00;47.81;310.00;22.00;0.00;29.77;1008.20;10.00;31.00;SCT;;;;4200.00;;;;;;;;31.00;310.00;2023-01-18 18:44;51.10;KLGA 181851Z 31022G31KT 10SM SCT042 11/00 A2977 RMK AO2 PK WND 31031/1844 SLP082 T01060000;LGA;
JFK;18.01.2023;18:51;18.01.2023 18:51;52.00;34.00;50.12;310.00;16.00;0.00;29.79;1008.70;10.00;;BKN;BKN;;;4500.00;22000.00;;;;;;;27.00;330.00;2023-01-18 18:39;52.00;KJFK 181851Z 31016KT 10SM BKN045 BKN220 11/01 A2979 RMK AO2 PK WND 33027/1839 SLP087 T01110011;JFK;
JFK;18.01.2023;19:51;18.01.2023 19:51;53.00;34.00;48.13;300.00;15.00;0.00;29.81;1009.50;10.00;24.00;SCT;;;;4800.00;;;;;;;;27.00;320.00;2023-01-18 19:16;53.10;KJFK 181951Z 30015G24KT 10SM SCT048 12/01 A2981 RMK AO2 PK WND 32027/1916 SLP095 T01170011;JFK;
LGA;18.01.2023;19:51;18.01.2023 19:51;51.00;32.00;47.81;300.00;17.00;0.00;29.80;1009.20;10.00;22.00;SCT;SCT;SCT;;4600.00;8000.00;18000.00;;;;;;27.00;310.00;2023-01-18 19:04;51.10;KLGA 181951Z 30017G22KT 10SM SCT046 SCT080 SCT180 11/00 A2980 RMK AO2 PK WND 31027/1904 SLP092 T01060000;LGA;
LGA;18.01.2023;20:51;18.01.2023 20:51;51.00;32.00;47.81;310.00;16.00;0.00;29.84;1010.40;10.00;;SCT;SCT;SCT;;4500.00;8500.00;16000.00;;;;;;;;;51.10;KLGA 182051Z 31016KT 10SM SCT045 SCT085 SCT160 11/00 A2984 RMK AO2 SLP104 T01060000 53025;LGA;
JFK;18.01.2023;20:51;18.01.2023 20:51;53.00;34.00;48.13;300.00;18.00;0.00;29.85;1010.60;10.00;25.00;SCT;SCT;;;4800.00;6500.00;;;;;;;;;;53.10;KJFK 182051Z 30018G25KT 10SM SCT048 SCT065 12/01 A2985 RMK AO2 SLP106 T01170011 53026;JFK;
LGA;18.01.2023;21:51;18.01.2023 21:51;50.00;32.00;49.81;310.00;14.00;0.00;29.87;1011.40;10.00;;SCT;SCT;SCT;;4300.00;8500.00;18000.00;;;;;;26.00;310.00;2023-01-18 21:04;50.00;KLGA 182151Z 31014KT 10SM SCT043 SCT085 SCT180 10/00 A2987 RMK AO2 PK WND 31026/2104 SLP114 T01000000;LGA;
JFK;18.01.2023;21:51;18.01.2023 21:51;51.00;34.00;51.81;300.00;16.00;0.00;29.88;1011.80;10.00;22.00;FEW;FEW;FEW;;4900.00;6500.00;25000.00;;;;;;;;;51.10;KJFK 182151Z 30016G22KT 10SM FEW049 FEW065 FEW250 11/01 A2988 RMK AO2 SLP118 T01060011;JFK;
LGA;18.01.2023;22:51;18.01.2023 22:51;49.00;32.00;51.89;310.00;16.00;0.00;29.90;1012.40;10.00;;FEW;FEW;SCT;;4300.00;8500.00;25000.00;;;;;;;;;42.45;KLGA 182251Z 31016KT 10SM FEW043 FEW085 SCT250 09/00 A2990 RMK AO2 SLP124 T00940000;LGA;
JFK;18.01.2023;22:51;18.01.2023 22:51;49.00;33.00;54.24;320.00;14.00;0.00;29.91;1012.70;10.00;;FEW;FEW;FEW;;4900.00;6500.00;25000.00;;;;;;;;;42.95;KJFK 182251Z 32014KT 10SM FEW049 FEW065 FEW250 09/01 A2991 RMK AO2 SLP127 T00940006;JFK;
LGA;18.01.2023;23:51;18.01.2023 23:51;49.00;32.00;51.89;300.00;11.00;0.00;29.93;1013.50;10.00;;FEW;SCT;SCT;;4500.00;8500.00;25000.00;;;;;;;;;43.82;KLGA 182351Z 30011KT 10SM FEW045 SCT085 SCT250 09/00 A2993 RMK AO2 SLP135 T00940000 10111 20089 53031;LGA;
JFK;18.01.2023;23:51;18.01.2023 23:51;49.00;34.00;56.23;290.00;16.00;0.00;29.94;1013.90;10.00;21.00;FEW;FEW;;;5000.00;6500.00;;;;;;;;;;42.45;KJFK 182351Z 29016G21KT 10SM FEW050 FEW065 09/01 A2994 RMK AO2 SLP139 T00940011 10133 20094 53033;JFK;
JFK;19.01.2023;0:51;19.01.2023 00:51;49.00;33.00;54.24;310.00;21.00;0.00;29.97;1014.80;10.00;26.00;FEW;FEW;SCT;;5000.00;6500.00;25000.00;;;;;;27.00;300.00;2023-01-19 00:21;41.39;KJFK 190051Z 31021G26KT 10SM FEW050 FEW065 SCT250 09/01 A2997 RMK AO2 PK WND 30027/0021 SLP148 T00940006;JFK;
LGA;19.01.2023;0:51;19.01.2023 00:51;48.00;32.00;53.67;320.00;17.00;0.00;29.95;1014.30;10.00;25.00;SCT;SCT;SCT;;4000.00;9000.00;25000.00;;;;;;;;;41.04;KLGA 190051Z 32017G25KT 10SM SCT040 SCT090 SCT250 09/00 A2995 RMK AO2 SLP143 T00890000;LGA;
